"name" "size" "coverage" "circular" "gc_content" "hit_to_vir_refseq" "hit_to_crasslike" "demovir" "vir_refseq" "crasslike" "ribo_prot_count" "pvogs_count" "integrase" "vcontact_cluster" "sample" "country" "crispr_host" "sample_cluster"
"SRS024441_NODE_3_length_233721_cov_36.6146" "SRS024441_NODE_3_length_233721_cov_36.6146" 233721 36.6146 TRUE 45.69 FALSE FALSE "Myoviridae" NA NA 0 30 FALSE "c678" "SRS024441" "US" NA NA
"SRS042131_NODE_21_length_254450_cov_163.175" "SRS042131_NODE_21_length_254450_cov_163.175" 254450 163.175 FALSE 45.62 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "c678" "SRS042131" "US" NA NA
"SRS053854_NODE_5_length_305889_cov_6.7942" "SRS053854_NODE_5_length_305889_cov_6.7942" 305889 6.7942 TRUE 30.54 FALSE FALSE "Myoviridae" NA NA 1 51 TRUE "c410" "SRS053854" "US" NA "2"
"SRS056622_NODE_10_length_239732_cov_104.28" "SRS056622_NODE_10_length_239732_cov_104.28" 239732 104.28 TRUE 45.62 FALSE FALSE "Myoviridae" NA NA 0 35 FALSE "c678" "SRS056622" "US" NA NA
"SRS057791_NODE_4_length_232742_cov_8.35751" "SRS057791_NODE_4_length_232742_cov_8.35751" 232742 8.35751 TRUE 33.35 FALSE FALSE "Myoviridae" NA NA 0 29 FALSE "c410" "SRS057791" "US" NA "2"
"SRS058808_NODE_9_length_233183_cov_12.3039" "SRS058808_NODE_9_length_233183_cov_12.3039" 233183 12.3039 FALSE 29.32 FALSE FALSE "Myoviridae" NA NA 0 44 TRUE "c410" "SRS058808" "US" NA "5"
"SRS062761_NODE_7_length_228209_cov_16.3582" "SRS062761_NODE_7_length_228209_cov_16.3582" 228209 16.3582 TRUE 33.41 FALSE FALSE "Myoviridae" NA NA 0 30 FALSE "c410" "SRS062761" "US" NA NA
"SRS075084_NODE_1_length_290557_cov_24.7838" "SRS075084_NODE_1_length_290557_cov_24.7838" 290557 24.7838 FALSE 30.82 FALSE FALSE "Myoviridae" NA NA 0 44 TRUE "c410" "SRS075084" "US" NA NA
"SRS144546_NODE_16_length_225738_cov_21.2423" "SRS144546_NODE_16_length_225738_cov_21.2423" 225738 21.2423 FALSE 28.59 FALSE FALSE "Myoviridae" NA NA 0 37 TRUE "c410" "SRS144546" "US" NA NA
"ERR589477_NODE_10_length_268288_cov_13.1904" "ERR589477_NODE_10_length_268288_cov_13.1904" 268288 13.1904 FALSE 33.37 FALSE FALSE "Myoviridae" NA NA 0 45 FALSE "c224" "ERR589477" "China" "Veillonella" "5"
"ERR589499_NODE_13_length_241467_cov_8.20569" "ERR589499_NODE_13_length_241467_cov_8.20569" 241467 8.20569 FALSE 34.81 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "c323" "ERR589499" "China" NA "4"
"ERR589638_NODE_10_length_243430_cov_5.40276" "ERR589638_NODE_10_length_243430_cov_5.40276" 243430 5.40276 FALSE 30.81 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c163" "ERR589638" "China" "Veillonella" "4"
"ERR589737_NODE_21_length_258964_cov_19.4239" "ERR589737_NODE_21_length_258964_cov_19.4239" 258964 19.4239 TRUE 32.68 FALSE FALSE "Myoviridae" NA NA 0 52 TRUE "c308" "ERR589737" "China" NA "6"
"ERR589808_NODE_24_length_213797_cov_6.97137" "ERR589808_NODE_24_length_213797_cov_6.97137" 213797 6.97137 FALSE 31.4 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c1972" "ERR589808" "China" NA "6"
"ERR589874_NODE_24_length_210016_cov_16.1993" "ERR589874_NODE_24_length_210016_cov_16.1993" 210016 16.1993 FALSE 27.43 FALSE FALSE "Myoviridae" NA NA 0 40 FALSE "c1972" "ERR589874" "China" NA "6"
"SRS015057_NODE_3_length_212003_cov_15.49" "SRS015057_NODE_3_length_212003_cov_15.49" 212003 15.49 FALSE 34.38 FALSE FALSE "Myoviridae" NA NA 0 40 FALSE "c224" "SRS015057" "US" NA NA
"SRS015209_NODE_12_length_206757_cov_7.28818" "SRS015209_NODE_12_length_206757_cov_7.28818" 206757 7.28818 FALSE 34.65 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "c308" "SRS015209" "US" NA "2"
"SRS015278_NODE_7_length_283229_cov_10.6675" "SRS015278_NODE_7_length_283229_cov_10.6675" 283229 10.6675 FALSE 38.2 FALSE FALSE "Myoviridae" NA NA 0 52 FALSE "c595" "SRS015278" "US" NA "5"
"SRS015762_NODE_17_length_233617_cov_63.1923" "SRS015762_NODE_17_length_233617_cov_63.1923" 233617 63.1923 TRUE 31.76 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c19" "SRS015762" "US" "Veillonella" "2"
"SRS015941_NODE_4_length_259727_cov_51.2706" "SRS015941_NODE_4_length_259727_cov_51.2706" 259727 51.2706 FALSE 34.29 FALSE FALSE "Myoviridae" NA NA 0 43 FALSE "c224" "SRS015941" "US" NA "2"
"SRS016086_NODE_11_length_259685_cov_59.7259" "SRS016086_NODE_11_length_259685_cov_59.7259" 259685 59.7259 FALSE 34.31 FALSE FALSE "Myoviridae" NA NA 0 45 FALSE "c224" "SRS016086" "US" NA "2"
"SRS016086_NODE_15_length_234294_cov_20.2458" "SRS016086_NODE_15_length_234294_cov_20.2458" 234294 20.2458 FALSE 31.91 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c19" "SRS016086" "US" "Veillonella" "2"
"SRS018394_NODE_4_length_220748_cov_10.3364" "SRS018394_NODE_4_length_220748_cov_10.3364" 220748 10.3364 FALSE 31.02 FALSE FALSE "Myoviridae" NA NA 0 42 FALSE "c163" "SRS018394" "US" "Veillonella" "5"
"SRS018591_NODE_10_length_259339_cov_13.8337" "SRS018591_NODE_10_length_259339_cov_13.8337" 259339 13.8337 FALSE 33.57 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c224" "SRS018591" "US" NA "4"
"SRS018665_NODE_4_length_281522_cov_5.73703" "SRS018665_NODE_4_length_281522_cov_5.73703" 281522 5.73703 FALSE 38.29 FALSE FALSE "Myoviridae" NA NA 0 53 FALSE "c595" "SRS018665" "US" NA "5"
"SRS018791_NODE_6_length_233037_cov_100.12" "SRS018791_NODE_6_length_233037_cov_100.12" 233037 100.12 FALSE 31.78 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c19" "SRS018791" "US" "Veillonella" "2"
"SRS019122_NODE_10_length_245198_cov_9.85585" "SRS019122_NODE_10_length_245198_cov_9.85585" 245198 9.85585 FALSE 33.53 FALSE FALSE "Myoviridae" NA NA 0 43 FALSE "c224" "SRS019122" "US" "Veillonella" "2"
"SRS019327_NODE_17_length_205997_cov_33.3284" "SRS019327_NODE_17_length_205997_cov_33.3284" 205997 33.3284 TRUE 32.02 FALSE FALSE "Myoviridae" NA NA 0 39 FALSE "c308" "SRS019327" "US" "Oribacterium" "2"
"SRS019591_NODE_2_length_240307_cov_18.4221" "SRS019591_NODE_2_length_240307_cov_18.4221" 240307 18.4221 FALSE 30.98 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c163" "SRS019591" "US" "Veillonella" "3"
"SRS019607_NODE_11_length_206189_cov_33.1985" "SRS019607_NODE_11_length_206189_cov_33.1985" 206189 33.1985 TRUE 31.96 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "c308" "SRS019607" "US" "Oribacterium" "2"
"SRS019974_NODE_5_length_212452_cov_32.3116" "SRS019974_NODE_5_length_212452_cov_32.3116" 212452 32.3116 TRUE 34.81 FALSE FALSE "Myoviridae" NA NA 0 36 FALSE "c308" "SRS019974" "US" NA "2"
"SRS022536_NODE_7_length_277923_cov_5.65299" "SRS022536_NODE_7_length_277923_cov_5.65299" 277923 5.65299 FALSE 38.32 FALSE FALSE "Myoviridae" NA NA 0 54 FALSE "c595" "SRS022536" "US" NA "5"
"SRS023617_NODE_15_length_203716_cov_27.2647" "SRS023617_NODE_15_length_203716_cov_27.2647" 203716 27.2647 FALSE 32.08 FALSE FALSE "Myoviridae" NA NA 0 39 FALSE "c308" "SRS023617" "US" "Oribacterium" "2"
"SRS043239_NODE_4_length_236893_cov_7.07556" "SRS043239_NODE_4_length_236893_cov_7.07556" 236893 7.07556 FALSE 30.96 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c163" "SRS043239" "US" "Veillonella" "1"
"SRS045715_NODE_3_length_267460_cov_8.63725" "SRS045715_NODE_3_length_267460_cov_8.63725" 267460 8.63725 FALSE 33.45 FALSE FALSE "Myoviridae" NA NA 0 43 FALSE "c224" "SRS045715" "US" NA NA
"SRS047219_NODE_5_length_235418_cov_78.0599" "SRS047219_NODE_5_length_235418_cov_78.0599" 235418 78.0599 TRUE 31.78 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c19" "SRS047219" "US" "Veillonella" NA
"SRS047824_NODE_9_length_234576_cov_48.782" "SRS047824_NODE_9_length_234576_cov_48.782" 234576 48.782 FALSE 31.15 FALSE FALSE "Myoviridae" NA NA 0 42 FALSE "c1385" "SRS047824" "US" NA "2"
"SRS051791_NODE_12_length_259374_cov_13.7058" "SRS051791_NODE_12_length_259374_cov_13.7058" 259374 13.7058 FALSE 33.57 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c224" "SRS051791" "US" NA NA
"SRS053854_NODE_8_length_231653_cov_44.8439" "SRS053854_NODE_8_length_231653_cov_44.8439" 231653 44.8439 TRUE 31.85 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c19" "SRS053854" "US" "Veillonella" "2"
"SRS057791_NODE_7_length_205500_cov_11.0327" "SRS057791_NODE_7_length_205500_cov_11.0327" 205500 11.0327 TRUE 32.08 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "c308" "SRS057791" "US" "Oribacterium" "2"
"SRS062544_NODE_7_length_242321_cov_26.3477" "SRS062544_NODE_7_length_242321_cov_26.3477" 242321 26.3477 FALSE 31.76 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c19" "SRS062544" "US" "Veillonella" NA
"SRS076951_NODE_9_length_234380_cov_25.5243" "SRS076951_NODE_9_length_234380_cov_25.5243" 234380 25.5243 FALSE 31.87 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c19" "SRS076951" "US" "Veillonella" NA
"SRS104165_NODE_16_length_231008_cov_54.0968" "SRS104165_NODE_16_length_231008_cov_54.0968" 231008 54.0968 TRUE 31.85 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c19" "SRS104165" "US" "Veillonella" NA
"SRS104842_NODE_6_length_283092_cov_5.96904" "SRS104842_NODE_6_length_283092_cov_5.96904" 283092 5.96904 FALSE 38.26 FALSE FALSE "Myoviridae" NA NA 0 54 FALSE "c595" "SRS104842" "US" NA NA
"SRS142483_NODE_14_length_231261_cov_33.5263" "SRS142483_NODE_14_length_231261_cov_33.5263" 231261 33.5263 FALSE 36.89 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c323" "SRS142483" "US" NA NA
"SRS143850_NODE_4_length_257944_cov_45.8508" "SRS143850_NODE_4_length_257944_cov_45.8508" 257944 45.8508 FALSE 33.62 FALSE FALSE "Myoviridae" NA NA 0 43 FALSE "c224" "SRS143850" "US" "Veillonella" NA
"ERR589468_NODE_8_length_259491_cov_8.055" "ERR589468_NODE_8_length_259491_cov_8.055" 259491 8.055 TRUE 34.91 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c82" "ERR589468" "China" NA "4"
"ERR589418_NODE_1_length_280502_cov_6.15254" "ERR589418_NODE_1_length_280502_cov_6.15254" 280502 6.15254 FALSE 39.6 FALSE FALSE "Unassigned" NA NA 0 57 TRUE "c232" "ERR589418" "China" "Streptococcus" "1"
"SRS015395_NODE_5_length_206249_cov_9.13093" "SRS015395_NODE_5_length_206249_cov_9.13093" 206249 9.13093 FALSE 39.28 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "c232" "SRS015395" "US" NA "2"
"SRS017025_NODE_1_length_235402_cov_9.52252" "SRS017025_NODE_1_length_235402_cov_9.52252" 235402 9.52252 FALSE 32.85 FALSE FALSE "Unassigned" NA NA 0 34 FALSE "c1276" "SRS017025" "US" NA "3"
"ERR589486_NODE_2_length_256915_cov_9.26168" "ERR589486_NODE_2_length_256915_cov_9.26168" 256915 9.26168 FALSE 33.06 FALSE FALSE "Myoviridae" NA NA 0 52 FALSE "c323" "ERR589486" "China" NA "1"
"SRS014573_NODE_7_length_231254_cov_10.0419" "SRS014573_NODE_7_length_231254_cov_10.0419" 231254 10.0419 FALSE 33.21 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c323" "SRS014573" "US" NA "2"
"SRS015174_NODE_5_length_256415_cov_12.3267" "SRS015174_NODE_5_length_256415_cov_12.3267" 256415 12.3267 FALSE 33.01 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c323" "SRS015174" "US" NA "2"
"SRS015893_NODE_15_length_222886_cov_26.4089" "SRS015893_NODE_15_length_222886_cov_26.4089" 222886 26.4089 FALSE 33.06 FALSE FALSE "Myoviridae" NA NA 0 34 FALSE "c323" "SRS015893" "US" NA "2"
"SRS015941_NODE_5_length_254569_cov_15.5142" "SRS015941_NODE_5_length_254569_cov_15.5142" 254569 15.5142 FALSE 32.9 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c323" "SRS015941" "US" NA "2"
"SRS016002_NODE_7_length_255766_cov_6.66309" "SRS016002_NODE_7_length_255766_cov_6.66309" 255766 6.66309 FALSE 33.02 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c323" "SRS016002" "US" NA "2"
"SRS016569_NODE_4_length_255088_cov_10.9784" "SRS016569_NODE_4_length_255088_cov_10.9784" 255088 10.9784 FALSE 32.98 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c323" "SRS016569" "US" NA "2"
"SRS020220_NODE_2_length_251894_cov_17.728" "SRS020220_NODE_2_length_251894_cov_17.728" 251894 17.728 FALSE 32.96 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c323" "SRS020220" "US" NA "2"
"SRS042643_NODE_8_length_252016_cov_63.2053" "SRS042643_NODE_8_length_252016_cov_63.2053" 252016 63.2053 FALSE 33.12 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c323" "SRS042643" "US" NA "2"
"SRS043663_NODE_3_length_253199_cov_103.653" "SRS043663_NODE_3_length_253199_cov_103.653" 253199 103.653 FALSE 33.03 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c323" "SRS043663" "US" NA "2"
"SRS053603_NODE_14_length_247524_cov_111.396" "SRS053603_NODE_14_length_247524_cov_111.396" 247524 111.396 FALSE 33.15 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c323" "SRS053603" "US" NA "2"
"SRS062761_NODE_4_length_253110_cov_19.8388" "SRS062761_NODE_4_length_253110_cov_19.8388" 253110 19.8388 FALSE 33.03 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c323" "SRS062761" "US" NA NA
"SRS077763_NODE_6_length_253849_cov_47.9736" "SRS077763_NODE_6_length_253849_cov_47.9736" 253849 47.9736 FALSE 33.05 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c323" "SRS077763" "US" NA NA
"SRS098498_NODE_7_length_241579_cov_31.9786" "SRS098498_NODE_7_length_241579_cov_31.9786" 241579 31.9786 FALSE 32.8 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c323" "SRS098498" "US" NA NA
"SRS143604_NODE_4_length_253684_cov_10.2016" "SRS143604_NODE_4_length_253684_cov_10.2016" 253684 10.2016 FALSE 32.92 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c323" "SRS143604" "US" NA NA
"ERR1474568_NODE_4_length_227053_cov_6.57548" "ERR1474568_NODE_4_length_227053_cov_6.57548" 227053 6.57548 FALSE 39.21 FALSE FALSE "Myoviridae" NA NA 0 84 FALSE "c80" "ERR1474568" "Philippines" NA "2"
"ERR589432_NODE_16_length_215843_cov_9.61145" "ERR589432_NODE_16_length_215843_cov_9.61145" 215843 9.61145 FALSE 39.33 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "c80" "ERR589432" "China" NA "1"
"SRS017439_NODE_3_length_228289_cov_16.5818" "SRS017439_NODE_3_length_228289_cov_16.5818" 228289 16.5818 FALSE 39.09 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "c80" "SRS017439" "US" NA "2"
"SRS021954_NODE_11_length_228336_cov_22.7377" "SRS021954_NODE_11_length_228336_cov_22.7377" 228336 22.7377 FALSE 39.13 FALSE FALSE "Myoviridae" NA NA 0 81 FALSE "c80" "SRS021954" "US" NA "2"
"SRS022602_NODE_4_length_227972_cov_46.9582" "SRS022602_NODE_4_length_227972_cov_46.9582" 227972 46.9582 FALSE 39.11 FALSE FALSE "Myoviridae" NA NA 0 81 FALSE "c80" "SRS022602" "US" NA NA
"SRS022621_NODE_4_length_228022_cov_16.4568" "SRS022621_NODE_4_length_228022_cov_16.4568" 228022 16.4568 FALSE 39.12 FALSE FALSE "Myoviridae" NA NA 0 81 FALSE "c80" "SRS022621" "US" NA NA
"SRS022625_NODE_1_length_227830_cov_47.8578" "SRS022625_NODE_1_length_227830_cov_47.8578" 227830 47.8578 FALSE 39.11 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "c80" "SRS022625" "US" NA NA
"SRS062761_NODE_8_length_225204_cov_34.0657" "SRS062761_NODE_8_length_225204_cov_34.0657" 225204 34.0657 FALSE 39.13 FALSE FALSE "Myoviridae" NA NA 0 78 FALSE "c80" "SRS062761" "US" NA NA
"SRS148150_NODE_17_length_208122_cov_5.04636" "SRS148150_NODE_17_length_208122_cov_5.04636" 208122 5.04636 FALSE 39.08 FALSE FALSE "Myoviridae" NA NA 0 77 FALSE "c80" "SRS148150" "US" NA NA
"ERR589507_NODE_23_length_259745_cov_22.0082" "ERR589507_NODE_23_length_259745_cov_22.0082" 259745 22.0082 FALSE 41.51 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c150" "ERR589507" "China" NA "6"
"SRS013476_NODE_13_length_213633_cov_16.2984" "SRS013476_NODE_13_length_213633_cov_16.2984" 213633 16.2984 FALSE 39.26 FALSE FALSE "Myoviridae" NA NA 0 32 TRUE "c150" "SRS013476" "US" NA "7"
"SRS015395_NODE_4_length_222588_cov_9.59362" "SRS015395_NODE_4_length_222588_cov_9.59362" 222588 9.59362 FALSE 27.66 FALSE FALSE "Myoviridae" NA NA 0 45 FALSE "c150" "SRS015395" "US" "Lachnoanaerobaculum" "2"
"SRS015941_NODE_9_length_220844_cov_6.43656" "SRS015941_NODE_9_length_220844_cov_6.43656" 220844 6.43656 FALSE 30.5 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "c150" "SRS015941" "US" NA "2"
"SRS016037_NODE_17_length_222250_cov_13.6347" "SRS016037_NODE_17_length_222250_cov_13.6347" 222250 13.6347 FALSE 32.28 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c150" "SRS016037" "US" NA "2"
"SRS018300_NODE_9_length_223433_cov_17.6874" "SRS018300_NODE_9_length_223433_cov_17.6874" 223433 17.6874 FALSE 29.53 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c150" "SRS018300" "US" "Lachnoanaerobaculum" "2"
"SRS018665_NODE_10_length_228981_cov_10.204" "SRS018665_NODE_10_length_228981_cov_10.204" 228981 10.204 FALSE 26.62 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c150" "SRS018665" "US" "Lachnoanaerobaculum" "5"
"SRS019071_NODE_11_length_212055_cov_16.3756" "SRS019071_NODE_11_length_212055_cov_16.3756" 212055 16.3756 FALSE 27.91 FALSE FALSE "Myoviridae" NA NA 0 48 TRUE "c150" "SRS019071" "US" NA NA
"SRS022143_NODE_6_length_231650_cov_60.5078" "SRS022143_NODE_6_length_231650_cov_60.5078" 231650 60.5078 FALSE 30.44 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "c150" "SRS022143" "US" NA "2"
"SRS024132_NODE_17_length_224177_cov_10.5024" "SRS024132_NODE_17_length_224177_cov_10.5024" 224177 10.5024 FALSE 38.94 FALSE FALSE "Myoviridae" NA NA 0 39 FALSE "c150" "SRS024132" "US" NA NA
"SRS078182_NODE_11_length_225687_cov_8.72584" "SRS078182_NODE_11_length_225687_cov_8.72584" 225687 8.72584 FALSE 29.7 FALSE FALSE "Myoviridae" NA NA 0 43 FALSE "c150" "SRS078182" "US" "Lachnoanaerobaculum" NA
"SRS078419_NODE_2_length_290472_cov_24.5721" "SRS078419_NODE_2_length_290472_cov_24.5721" 290472 24.5721 FALSE 39.1 FALSE FALSE "Myoviridae" NA NA 0 48 TRUE "c150" "SRS078419" "US" NA NA
"ERR589507_NODE_39_length_222297_cov_4.98951" "ERR589507_NODE_39_length_222297_cov_4.98951" 222297 4.98951 TRUE 31.66 FALSE FALSE "Myoviridae" NA NA 0 39 TRUE "c2462" "ERR589507" "China" NA "6"
"SRS014573_NODE_6_length_238524_cov_13.9059" "SRS014573_NODE_6_length_238524_cov_13.9059" 238524 13.9059 TRUE 33.49 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c19" "SRS014573" "US" NA "2"
"SRS014271_NODE_12_length_203987_cov_105.953" "SRS014271_NODE_12_length_203987_cov_105.953" 203987 105.953 FALSE 31.1 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "c54" "SRS014271" "US" NA "2"
"SRS015395_NODE_3_length_234398_cov_30.2601" "SRS015395_NODE_3_length_234398_cov_30.2601" 234398 30.2601 TRUE 32.73 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c19" "SRS015395" "US" "Veillonella" "2"
"SRS015941_NODE_7_length_239175_cov_36.1302" "SRS015941_NODE_7_length_239175_cov_36.1302" 239175 36.1302 TRUE 32.64 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c19" "SRS015941" "US" "Veillonella" "2"
"SRS018300_NODE_6_length_237609_cov_9.30716" "SRS018300_NODE_6_length_237609_cov_9.30716" 237609 9.30716 TRUE 32.81 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c19" "SRS018300" "US" "Veillonella" "2"
"SRS020220_NODE_3_length_236702_cov_12.9832" "SRS020220_NODE_3_length_236702_cov_12.9832" 236702 12.9832 TRUE 32.65 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c19" "SRS020220" "US" "Veillonella" "2"
"SRS021954_NODE_10_length_237528_cov_152.321" "SRS021954_NODE_10_length_237528_cov_152.321" 237528 152.321 FALSE 32.75 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c19" "SRS021954" "US" "Veillonella" "2"
"SRS024015_NODE_4_length_237762_cov_25.9949" "SRS024015_NODE_4_length_237762_cov_25.9949" 237762 25.9949 TRUE 32.77 FALSE FALSE "Myoviridae" NA NA 0 46 FALSE "c19" "SRS024015" "US" "Veillonella" "2"
"SRS042131_NODE_25_length_235767_cov_6.64831" "SRS042131_NODE_25_length_235767_cov_6.64831" 235767 6.64831 FALSE 32.78 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c19" "SRS042131" "US" "Veillonella" NA
"SRS044486_NODE_2_length_236733_cov_48.8068" "SRS044486_NODE_2_length_236733_cov_48.8068" 236733 48.8068 TRUE 32.79 FALSE FALSE "Myoviridae" NA NA 0 45 FALSE "c19" "SRS044486" "US" "Veillonella" NA
"SRS049147_NODE_7_length_234759_cov_5.24956" "SRS049147_NODE_7_length_234759_cov_5.24956" 234759 5.24956 TRUE 33 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c19" "SRS049147" "US" "Veillonella" "2"
"SRS057692_NODE_3_length_237863_cov_33.8106" "SRS057692_NODE_3_length_237863_cov_33.8106" 237863 33.8106 FALSE 33.53 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c19" "SRS057692" "US" NA NA
"SRS062878_NODE_1_length_233848_cov_7.29636" "SRS062878_NODE_1_length_233848_cov_7.29636" 233848 7.29636 FALSE 32.77 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c19" "SRS062878" "US" "Veillonella" "3"
"SRS063193_NODE_4_length_237872_cov_5.20657" "SRS063193_NODE_4_length_237872_cov_5.20657" 237872 5.20657 FALSE 33.5 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c19" "SRS063193" "US" NA NA
"SRS101382_NODE_2_length_206633_cov_23.4802" "SRS101382_NODE_2_length_206633_cov_23.4802" 206633 23.4802 FALSE 33.45 FALSE FALSE "Myoviridae" NA NA 0 45 FALSE "c19" "SRS101382" "US" NA NA
"SRS143850_NODE_5_length_236176_cov_74.1834" "SRS143850_NODE_5_length_236176_cov_74.1834" 236176 74.1834 TRUE 32.99 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c19" "SRS143850" "US" "Veillonella" NA
"SRS014689_NODE_1_length_253657_cov_7.8846" "SRS014689_NODE_1_length_253657_cov_7.8846" 253657 7.8846 FALSE 29.75 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c458" "SRS014689" "US" NA "2"
"SRS015395_NODE_2_length_244468_cov_5.3636" "SRS015395_NODE_2_length_244468_cov_5.3636" 244468 5.3636 FALSE 29.67 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c458" "SRS015395" "US" NA "2"
"SRS018591_NODE_12_length_253926_cov_7.50544" "SRS018591_NODE_12_length_253926_cov_7.50544" 253926 7.50544 FALSE 29.72 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c458" "SRS018591" "US" NA "4"
"SRS018791_NODE_5_length_249768_cov_80.2471" "SRS018791_NODE_5_length_249768_cov_80.2471" 249768 80.2471 FALSE 29.3 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c458" "SRS018791" "US" NA "2"
"SRS051791_NODE_13_length_254040_cov_6.53883" "SRS051791_NODE_13_length_254040_cov_6.53883" 254040 6.53883 FALSE 29.72 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c458" "SRS051791" "US" NA NA
"ERR589435_NODE_4_length_231149_cov_5.64811" "ERR589435_NODE_4_length_231149_cov_5.64811" 231149 5.64811 FALSE 35.75 FALSE FALSE "Myoviridae" NA NA 0 58 FALSE "c37" "ERR589435" "China" NA "1"
"ERR589703_NODE_3_length_201101_cov_7.53798" "ERR589703_NODE_3_length_201101_cov_7.53798" 201101 7.53798 FALSE 36.07 FALSE FALSE "Myoviridae" NA NA 0 26 FALSE "c596" "ERR589703" "China" NA "1"
"SRS042643_NODE_12_length_204590_cov_53.1581" "SRS042643_NODE_12_length_204590_cov_53.1581" 204590 53.1581 FALSE 33.08 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c37" "SRS042643" "US" NA "2"
"SRS045715_NODE_6_length_218703_cov_13.0934" "SRS045715_NODE_6_length_218703_cov_13.0934" 218703 13.0934 FALSE 36.04 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c37" "SRS045715" "US" NA NA
"SRS053603_NODE_17_length_237382_cov_21.5829" "SRS053603_NODE_17_length_237382_cov_21.5829" 237382 21.5829 FALSE 35.85 FALSE FALSE "Myoviridae" NA NA 0 60 FALSE "c37" "SRS053603" "US" NA "2"
"ERR589420_NODE_2_length_302575_cov_14.3112" "ERR589420_NODE_2_length_302575_cov_14.3112" 302575 14.3112 FALSE 32.18 FALSE FALSE "Myoviridae" NA NA 0 62 TRUE "c120" "ERR589420" "China" "Prevotella" "4"
"ERR589660_NODE_9_length_251743_cov_8.24763" "ERR589660_NODE_9_length_251743_cov_8.24763" 251743 8.24763 FALSE 36.86 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "c120" "ERR589660" "China" "Porphyromonas" "4"
